Ticker,Name,Price,Market Cap,GICS Ind Name,GICS Sector,Sec Type
NTRS UW Equity,Northern Trust Corp,99.86,20809478144,Capital Markets,Financials,Common Stock
HIG UN Equity,Hartford Financial Services Group Inc/Th,64.16,20732815360,Insurance,Financials,Common Stock
MAA UN Equity,Mid-America Apartment Communities Inc,179.54,20725886976,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
PPL UN Equity,PPL Corp,28.07,20664707072,Electric Utilities,Utilities,Common Stock
WAT UN Equity,Waters Corp,337.87,20230277120,Life Sciences Tools & Services,Health Care,Common Stock
IR UN Equity,Ingersoll Rand Inc,49.79,20074385408,Machinery,Industrials,Common Stock
RF UN Equity,Regions Financial Corp,21.35,19949361152,Banks,Financials,Common Stock
CF UN Equity,CF Industries Holdings Inc,100.05,19936016384,Chemicals,Materials,Common Stock
CTLT UN Equity,Catalent Inc,110.56,19813816320,Pharmaceuticals,Health Care,Common Stock
CNP UN Equity,CenterPoint Energy Inc,31.47,19808237568,Multi-Utilities,Utilities,Common Stock
BR UN Equity,Broadridge Financial Solutions Inc,167.85,19676524544,IT Services,Information Technology,Common Stock
CMS UN Equity,CMS Energy Corp,67.61,19620124672,Multi-Utilities,Utilities,Common Stock
PWR UN Equity,Quanta Services Inc,136.91,19581272064,Construction & Engineering,Industrials,Common Stock
ULTA UW Equity,Ulta Beauty Inc,377.8,19576866816,Specialty Retail,Consumer Discretionary,Common Stock
VTR UN Equity,Ventas Inc,48.95,19565940736,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
HBAN UW Equity,Huntington Bancshares Inc/OH,13.45,19397513216,Banks,Financials,Common Stock
PKI UN Equity,PerkinElmer Inc,153.72,19391543296,Life Sciences Tools & Services,Health Care,Common Stock
DOV UN Equity,Dover Corp,134.03,19239913472,Machinery,Industrials,Common Stock
MTCH UW Equity,Match Group Inc,67.78,19180822528,Interactive Media & Services,Communication Services,Common Stock
JBHT UW Equity,JB Hunt Transport Services Inc,183.6,19060092928,Road & Rail,Industrials,Common Stock
MOH UN Equity,Molina Healthcare Inc,324.91,18877270016,Health Care Providers & Services,Health Care,Common Stock
GRMN UN Equity,Garmin Ltd,97.6,18822660096,Household Durables,Consumer Discretionary,Common Stock
TDY UN Equity,Teledyne Technologies Inc,398.99,18698524672,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
HPE UN Equity,Hewlett Packard Enterprise Co,14.36,18658385920,"Technology Hardware, Storage & Peripherals",Information Technology,Common Stock
ROL UN Equity,Rollins Inc,37.6,18514890752,Commercial Services & Supplies,Industrials,Common Stock
CFG UN Equity,Citizens Financial Group Inc,37.21,18442891264,Banks,Financials,Common Stock
AMCR UN Equity,Amcor PLC,12.27,18438946816,Containers & Packaging,Materials,Common Stock
BRO UN Equity,Brown & Brown Inc,64.9,18331281408,Insurance,Financials,Common Stock
ESS UN Equity,Essex Property Trust Inc,278.75,18153414656,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
SWKS UW Equity,Skyworks Solutions Inc,112.66,18075799552,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
MOS UN Equity,Mosaic Co/The,52.22,18029852672,Chemicals,Materials,Common Stock
FOXA UW Equity,Fox Corp,33.33,17985454080,Media,Communication Services,Common Stock
FOX UW Equity,Fox Corp,31.0,17985454080,Media,Communication Services,Common Stock
HOLX UW Equity,Hologic Inc,71.4,17825232896,Health Care Equipment & Supplies,Health Care,Common Stock
VFC UN Equity,VF Corp,45.67,17742544896,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,Common Stock
BALL UN Equity,Ball Corp,56.36,17714446336,Containers & Packaging,Materials,Common Stock
SEDG UW Equity,SolarEdge Technologies Inc,315.5,17552871424,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
FLT UN Equity,FleetCor Technologies Inc,226.63,17527748608,IT Services,Information Technology,Common Stock
XYL UN Equity,Xylem Inc/NY,97.22,17517271040,Machinery,Industrials,Common Stock
TYL UN Equity,Tyler Technologies Inc,418.92,17419311104,Software,Information Technology,Common Stock
WAB UN Equity,Westinghouse Air Brake Technologies Corp,95.12,17299929088,Machinery,Industrials,Common Stock
PFG UW Equity,Principal Financial Group Inc,68.22,17238118400,Insurance,Financials,Common Stock
BBY UN Equity,Best Buy Co Inc,76.38,17198362624,Specialty Retail,Consumer Discretionary,Common Stock
ZBRA UW Equity,Zebra Technologies Corp,331.7,17178723328,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
CLX UN Equity,Clorox Co/The,138.99,17106888704,Household Products,Consumer Staples,Common Stock
EXPD UW Equity,Expeditors International of Washington I,103.53,16937039872,Air Freight & Logistics,Industrials,Common Stock
STX UW Equity,Seagate Technology Holdings PLC,80.95,16898751488,"Technology Hardware, Storage & Peripherals",Information Technology,Common Stock
TRMB UW Equity,Trimble Inc,68.1,16865470464,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
KEY UN Equity,KeyCorp,18.06,16843813888,Banks,Financials,Common Stock
CAH UN Equity,Cardinal Health Inc,61.51,16757007360,Health Care Providers & Services,Health Care,Common Stock
CAG UN Equity,Conagra Brands Inc,34.43,16529561600,Food Products,Consumer Staples,Common Stock
WRB UN Equity,W R Berkley Corp,61.83,16401828864,Insurance,Financials,Common Stock
SYF UN Equity,Synchrony Financial,33.9,16331630592,Consumer Finance,Financials,Common Stock
COO UN Equity,Cooper Cos Inc/The,330.91,16325937152,Health Care Equipment & Supplies,Health Care,Common Stock
J UN Equity,Jacobs Engineering Group Inc,127.5,16269715456,Professional Services,Industrials,Common Stock
DGX UN Equity,Quest Diagnostics Inc,139.38,16252584960,Health Care Providers & Services,Health Care,Common Stock
AES UN Equity,AES Corp/The,24.22,16177351680,Independent Power and Renewable Electricity Producers,Utilities,Common Stock
EXPE UW Equity,Expedia Group Inc,102.52,16152907776,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
FDS UN Equity,FactSet Research Systems Inc,423.31,16077162496,Capital Markets,Financials,Common Stock
INCY UW Equity,Incyte Corp,72.16,16050594816,Biotechnology,Health Care,Common Stock
BIO UN Equity,Bio-Rad Laboratories Inc,539.65,16023110656,Life Sciences Tools & Services,Health Care,Common Stock
IEX UN Equity,IDEX Corp,211.93,15995544576,Machinery,Industrials,Common Stock
ATO UN Equity,Atmos Energy Corp,113.89,15932290048,Gas Utilities,Utilities,Common Stock
NTAP UW Equity,NetApp Inc,72.37,15902197760,"Technology Hardware, Storage & Peripherals",Information Technology,Common Stock
PARA UW Equity,Paramount Global,24.26,15880111104,Media,Communication Services,Common Stock
GNRC UN Equity,Generac Holdings Inc,248.13,15838126080,Electrical Equipment,Industrials,Common Stock
TER UW Equity,Teradyne Inc,100.75,15795753984,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
KMX UN Equity,CarMax Inc,99.17,15784491008,Specialty Retail,Consumer Discretionary,Common Stock
AVY UN Equity,Avery Dennison Corp,193.29,15706050560,Containers & Packaging,Materials,Common Stock
EVRG UN Equity,Evergy Inc,67.83,15565511680,Electric Utilities,Utilities,Common Stock
CINF UW Equity,Cincinnati Financial Corp,97.26,15483739136,Insurance,Financials,Common Stock
AKAM UW Equity,Akamai Technologies Inc,96.28,15434183680,IT Services,Information Technology,Common Stock
HWM UN Equity,Howmet Aerospace Inc,37.06,15394835456,Aerospace & Defense,Industrials,Common Stock
JKHY UW Equity,Jack Henry & Associates Inc,211.07,15378941952,IT Services,Information Technology,Common Stock
LNT UW Equity,Alliant Energy Corp,61.28,15376759808,Electric Utilities,Utilities,Common Stock
DRI UN Equity,Darden Restaurants Inc,123.58,15317284864,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
IRM UN Equity,Iron Mountain Inc,52.3,15202821120,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
UDR UN Equity,UDR Inc,46.76,15193412608,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
IP UN Equity,International Paper Co,41.79,15128684544,Containers & Packaging,Materials,Common Stock
LKQ UW Equity,LKQ Corp,55.08,15113400320,Distributors,Consumer Discretionary,Common Stock
TECH UW Equity,Bio-Techne Corp,382.97,15025257472,Life Sciences Tools & Services,Health Care,Common Stock
CPB UN Equity,Campbell Soup Co,49.42,14854447104,Food Products,Consumer Staples,Common Stock
POOL UW Equity,Pool Corp,373.64,14792642560,Distributors,Consumer Discretionary,Common Stock
MRO UN Equity,Marathon Oil Corp,21.77,14750992384,"Oil, Gas & Consumable Fuels",Energy,Common Stock
WDC UW Equity,Western Digital Corp,47.09,14747072512,"Technology Hardware, Storage & Peripherals",Information Technology,Common Stock
CPT UN Equity,Camden Property Trust,137.28,14624174080,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
NVR UN Equity,NVR Inc,4359.73,14311533568,Household Durables,Consumer Discretionary,Common Stock
PEAK UN Equity,Healthpeak Properties Inc,26.51,14304304128,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
SWK UN Equity,Stanley Black & Decker Inc,95.97,14185882624,Machinery,Industrials,Common Stock
SJM UN Equity,J M Smucker Co/The,133.08,14180772864,Food Products,Consumer Staples,Common Stock
OMC UN Equity,Omnicom Group Inc,69.08,14150538240,Media,Communication Services,Common Stock
PTC UW Equity,PTC Inc,120.3,14131205120,Software,Information Technology,Common Stock
DPZ UN Equity,Domino's Pizza Inc,387.93,13920908288,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
ETSY UW Equity,Etsy Inc,109.38,13848480768,Internet & Direct Marketing Retail,Consumer Discretionary,Common Stock
NLOK UW Equity,NortonLifeLock Inc,24.21,13833023488,Software,Information Technology,Common Stock
BEN UN Equity,Franklin Resources Inc,27.65,13779573760,Capital Markets,Financials,Common Stock
LDOS UN Equity,Leidos Holdings Inc,100.55,13729161216,Professional Services,Industrials,Common Stock
MGM UN Equity,MGM Resorts International,34.71,13644575744,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
TXT UN Equity,Textron Inc,64.4,13622634496,Aerospace & Defense,Industrials,Common Stock
CHRW UW Equity,CH Robinson Worldwide Inc,109.74,13594953728,Air Freight & Logistics,Industrials,Common Stock
BXP UN Equity,Boston Properties Inc,86.59,13571655680,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
FMC UN Equity,FMC Corp,106.33,13393249280,Chemicals,Materials,Common Stock
NDSN UW Equity,Nordson Corp,231.55,13316854784,Machinery,Industrials,Common Stock
L UN Equity,Loews Corp,55.12,13281017856,Insurance,Financials,Common Stock
ABMD UW Equity,ABIOMED Inc,291.5,13251848192,Health Care Equipment & Supplies,Health Care,Common Stock
KIM UN Equity,Kimco Realty Corp,21.41,13241699328,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
CTXS UW Equity,Citrix Systems Inc,102.5,13005720576,Software,Information Technology,Common Stock
HST UW Equity,Host Hotels & Resorts Inc,17.97,12846620672,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
CBOE UF Equity,Cboe Global Markets Inc,120.48,12778379264,Capital Markets,Financials,Common Stock
PKG UN Equity,Packaging Corp of America,135.22,12675513344,Containers & Packaging,Materials,Common Stock
UAL UW Equity,United Airlines Holdings Inc,37.82,12356885504,Airlines,Industrials,Common Stock
CCL UN Equity,Carnival Corp,9.82,12045949952,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
CE UN Equity,Celanese Corp,110.85,12010447872,Chemicals,Materials,Common Stock
NI UN Equity,NiSource Inc,29.47,11963435008,Multi-Utilities,Utilities,Common Stock
MAS UN Equity,Masco Corp,52.72,11889396736,Building Products,Industrials,Common Stock
SNA UN Equity,Snap-on Inc,223.0,11878738944,Machinery,Industrials,Common Stock
VTRS UW Equity,Viatris Inc,9.73,11795940352,Pharmaceuticals,Health Care,Common Stock
SBNY UW Equity,Signature Bank/New York NY,187.28,11785277440,Banks,Financials,Common Stock
TFX UN Equity,Teleflex Inc,250.57,11753058304,Health Care Equipment & Supplies,Health Care,Common Stock
TAP UN Equity,Molson Coors Beverage Co,54.07,11745627136,Beverages,Consumer Staples,Common Stock
AAP UN Equity,Advance Auto Parts Inc,193.42,11728955392,Specialty Retail,Consumer Discretionary,Common Stock
EMN UN Equity,Eastman Chemical Co,95.13,11682772992,Chemicals,Materials,Common Stock
LW UN Equity,Lamb Weston Holdings Inc,81.26,11680985088,Food Products,Consumer Staples,Common Stock
CRL UN Equity,Charles River Laboratories International,223.38,11361845248,Life Sciences Tools & Services,Health Care,Common Stock
IPG UN Equity,Interpublic Group of Cos Inc/The,29.02,11347639296,Media,Communication Services,Common Stock
LUMN UN Equity,Lumen Technologies Inc,10.68,11057425408,Diversified Telecommunication Services,Communication Services,Common Stock
QRVO UW Equity,Qorvo Inc,106.09,10948914176,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
REG UW Equity,Regency Centers Corp,62.84,10763348992,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
HAS UW Equity,Hasbro Inc,77.91,10758690816,Leisure Products,Consumer Discretionary,Common Stock
APA UW Equity,APA Corp,31.75,10367335424,"Oil, Gas & Consumable Fuels",Energy,Common Stock
FFIV UW Equity,F5 Inc,172.38,10267330560,Communications Equipment,Information Technology,Common Stock
HSIC UW Equity,Henry Schein Inc,75.38,10260329472,Health Care Providers & Services,Health Care,Common Stock
CMA UN Equity,Comerica Inc,78.19,10228797440,Banks,Financials,Common Stock
CZR UW Equity,Caesars Entertainment Inc,47.67,10221254656,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
WRK UN Equity,Westrock Co,40.19,10220238848,Containers & Packaging,Materials,Common Stock
DISH UW Equity,DISH Network Corp,19.2,10181854208,Media,Communication Services,Common Stock
RCL UN Equity,Royal Caribbean Cruises Ltd,39.67,10118198272,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
RE UN Equity,Everest Re Group Ltd,255.66,10075676672,Insurance,Financials,Common Stock
NWS UW Equity,News Corp,17.19,9998973952,Media,Communication Services,Common Stock
NWSA UW Equity,News Corp,17.01,9998973952,Media,Communication Services,Common Stock
CDAY UN Equity,Ceridian HCM Holding Inc,65.04,9954838528,Software,Information Technology,Common Stock
MKTX UW Equity,MarketAxess Holdings Inc,264.23,9945619456,Capital Markets,Financials,Common Stock
PHM UN Equity,PulteGroup Inc,42.38,9810897920,Household Durables,Consumer Discretionary,Common Stock
AAL UW Equity,American Airlines Group Inc,14.74,9578729472,Airlines,Industrials,Common Stock
GL UN Equity,Globe Life Inc,97.88,9537183744,Insurance,Financials,Common Stock
AOS UN Equity,A O Smith Corp,60.6,9359554560,Building Products,Industrials,Common Stock
WHR UN Equity,Whirlpool Corp,168.46,9182427136,Household Durables,Consumer Discretionary,Common Stock
HII UN Equity,Huntington Ingalls Industries Inc,227.58,9091307520,Aerospace & Defense,Industrials,Common Stock
JNPR UN Equity,Juniper Networks Inc,28.04,9045968896,Communications Equipment,Information Technology,Common Stock
NRG UN Equity,NRG Energy Inc,38.46,9043759104,Electric Utilities,Utilities,Common Stock
ALLE UN Equity,Allegion plc,102.22,8978804736,Building Products,Industrials,Common Stock
BWA UN Equity,BorgWarner Inc,37.87,8968798208,Auto Components,Consumer Discretionary,Common Stock
FBHS UN Equity,Fortune Brands Home & Security Inc,67.24,8695274496,Building Products,Industrials,Common Stock
RHI UN Equity,Robert Half International Inc,78.86,8640522240,Professional Services,Industrials,Common Stock
TPR UN Equity,Tapestry Inc,34.08,8581424640,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,Common Stock
FRT UN Equity,Federal Realty OP LP,105.75,8556040704,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
BBWI UN Equity,Bath & Body Works Inc,37.36,8529288192,Specialty Retail,Consumer Discretionary,Common Stock
PNW UN Equity,Pinnacle West Capital Corp,75.42,8525749760,Electric Utilities,Utilities,Common Stock
NLSN UN Equity,Nielsen Holdings PLC,23.04,8290583040,Professional Services,Industrials,Common Stock
AIZ UN Equity,Assurant Inc,155.29,8262875648,Insurance,Financials,Common Stock
NWL UW Equity,Newell Brands Inc,19.92,8238912000,Household Durables,Consumer Discretionary,Common Stock
UHS UN Equity,Universal Health Services Inc,110.35,8207900160,Health Care Providers & Services,Health Care,Common Stock
IVZ UN Equity,Invesco Ltd,17.92,8152527360,Capital Markets,Financials,Common Stock
ZION UW Equity,Zions Bancorp NA,54.0,8125454336,Banks,Financials,Common Stock
PNR UN Equity,Pentair PLC,49.1,8074981888,Machinery,Industrials,Common Stock
SEE UN Equity,Sealed Air Corp,55.47,8055748608,Containers & Packaging,Materials,Common Stock
OGN UN Equity,Organon & Co,31.5,8011390464,Pharmaceuticals,Health Care,Common Stock
XRAY UW Equity,DENTSPLY SIRONA Inc,36.84,7937235456,Health Care Equipment & Supplies,Health Care,Common Stock
DVA UN Equity,DaVita Inc,85.68,7822583808,Health Care Providers & Services,Health Care,Common Stock
LNC UN Equity,Lincoln National Corp,45.94,7820185600,Insurance,Financials,Common Stock
WYNN UW Equity,Wynn Resorts Ltd,66.71,7736022016,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
MHK UN Equity,Mohawk Industries Inc,119.97,7622144000,Household Durables,Consumer Discretionary,Common Stock
RL UN Equity,Ralph Lauren Corp,100.22,6986250240,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,Common Stock
ALK UN Equity,Alaska Air Group Inc,46.55,5900901888,Airlines,Industrials,Common Stock
DXC UN Equity,DXC Technology Co,25.54,5871054336,IT Services,Information Technology,Common Stock
NCLH UN Equity,Norwegian Cruise Line Holdings Ltd,13.21,5536325632,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
PENN UW Equity,Penn Entertainment Inc,34.15,5414910464,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
VNO UN Equity,Vornado Realty Trust,27.66,5304498176,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
PVH UN Equity,PVH Corp,64.38,4310919680,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,Common Stock
IBKR UW Equity,Interactive Brokers Group Inc,61.42,26135492608,Capital Markets,Financials,Common Stock
EQT UN Equity,EQT Corp,42.28,15641773056,"Oil, Gas & Consumable Fuels",Energy,Common Stock
CSL UN Equity,Carlisle Cos Inc,300.61,15548837888,Building Products,Industrials,Common Stock
TRGP UN Equity,Targa Resources Corp,63.72,14436238336,"Oil, Gas & Consumable Fuels",Energy,Common Stock
STLD UW Equity,Steel Dynamics Inc,78.78,14386073600,Metals & Mining,Materials,Common Stock
PCTY UW Equity,Paylocity Holding Corp,255.26,14110175232,Software,Information Technology,Common Stock
AZPN UW Equity,Aspen Technology Inc,213.12,13704813568,Software,Information Technology,Common Stock
RGEN UW Equity,Repligen Corp,246.27,13665817600,Life Sciences Tools & Services,Health Care,Common Stock
WTRG UN Equity,Essential Utilities Inc,50.73,13294693376,Water Utilities,Utilities,Common Stock
FHN UN Equity,First Horizon Corp,23.0,12342018048,Banks,Financials,Common Stock
GME UN Equity,GameStop Corp,40.02,12186735616,Specialty Retail,Consumer Discretionary,Common Stock
FICO UN Equity,Fair Isaac Corp,482.47,12183580672,Software,Information Technology,Common Stock
DAR UN Equity,Darling Ingredients Inc,72.4,11693618176,Food Products,Consumer Staples,Common Stock
HUBB UN Equity,Hubbell Inc,213.52,11461274624,Electrical Equipment,Industrials,Common Stock
RPM UN Equity,RPM International Inc,88.82,11458558976,Chemicals,Materials,Common Stock
GGG UN Equity,Graco Inc,67.55,11423756288,Machinery,Industrials,Common Stock
RS UN Equity,Reliance Steel & Aluminum Co,188.61,11372076032,Metals & Mining,Materials,Common Stock
Y UN Equity,Alleghany Corp,837.2,11264906240,Insurance,Financials,Common Stock
REXR UN Equity,Rexford Industrial Realty Inc,64.77,11080012800,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
WOLF UN Equity,Wolfspeed Inc,89.3,11040580608,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
RCM UW Equity,R1 RCM Inc,26.42,10992603136,Health Care Providers & Services,Health Care,Common Stock
AFG UN Equity,American Financial Group Inc/OH,128.09,10908439552,Insurance,Financials,Common Stock
FSLR UW Equity,First Solar Inc,101.9,10861985792,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
LSI UN Equity,Life Storage Inc,128.66,10856937472,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
WSO UN Equity,Watsco Inc,282.05,10776829952,Trading Companies & Distributors,Industrials,Common Stock
BLDR UN Equity,Builders FirstSource Inc,68.37,10670863360,Building Products,Industrials,Common Stock
DINO UN Equity,HF Sinclair Corp,46.3,10335536128,"Oil, Gas & Consumable Fuels",Energy,Common Stock
LAMR UW Equity,Lamar Advertising Co,100.62,10216412160,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
SCI UN Equity,Service Corp International/US,64.7,10201569280,Diversified Consumer Services,Consumer Discretionary,Common Stock
WSM UN Equity,Williams-Sonoma Inc,146.98,10106787840,Specialty Retail,Consumer Discretionary,Common Stock
ACM UN Equity,AECOM,71.57,10094124032,Construction & Engineering,Industrials,Common Stock
UTHR UW Equity,United Therapeutics Corp,221.65,10088687616,Biotechnology,Health Care,Common Stock
EWBC UW Equity,East West Bancorp Inc,70.23,9966230528,Banks,Financials,Common Stock
NBIX UW Equity,Neurocrine Biosciences Inc,104.04,9950314496,Biotechnology,Health Care,Common Stock
SNX UN Equity,TD SYNNEX Corp,101.96,9772681216,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
JAZZ UW Equity,Jazz Pharmaceuticals PLC,153.72,9635282944,Pharmaceuticals,Health Care,Common Stock
HR UN Equity,Healthcare Realty Trust Inc,25.12,9563332608,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
BJ UN Equity,BJ's Wholesale Club Holdings Inc,70.5,9530319872,Food & Staples Retailing,Consumer Staples,Common Stock
MPW UN Equity,Medical Properties Trust Inc,15.88,9509563392,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
CLF UN Equity,Cleveland-Cliffs Inc,18.31,9471718400,Metals & Mining,Materials,Common Stock
BRKR UW Equity,Bruker Corp,62.48,9255674880,Life Sciences Tools & Services,Health Care,Common Stock
TTC UN Equity,Toro Co/The,87.32,9131167744,Machinery,Industrials,Common Stock
ACC UN Equity,American Campus Communities Inc,65.4,9122190336,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
MANH UW Equity,Manhattan Associates Inc,145.0,9094216704,Software,Information Technology,Common Stock
RRX UN Equity,Regal Rexnord Corp,136.67,9085484032,Electrical Equipment,Industrials,Common Stock
AA UN Equity,Alcoa Corp,49.52,8909894656,Metals & Mining,Materials,Common Stock
LSCC UW Equity,Lattice Semiconductor Corp,64.52,8859678720,Semiconductors & Semiconductor Equipment,Information Technology,Common Stock
CAR UW Equity,Avis Budget Group Inc,184.11,8849494016,Road & Rail,Industrials,Common Stock
KNX UN Equity,Knight-Swift Transportation Holdings Inc,54.38,8736962560,Road & Rail,Industrials,Common Stock
G UN Equity,Genpact Ltd,46.92,8687187968,IT Services,Information Technology,Common Stock
LII UN Equity,Lennox International Inc,244.07,8647740416,Building Products,Industrials,Common Stock
CBSH UW Equity,Commerce Bancshares Inc/MO,71.25,8541647360,Banks,Financials,Common Stock
MASI UW Equity,Masimo Corp,153.46,8517701120,Health Care Equipment & Supplies,Health Care,Common Stock
LEA UN Equity,Lear Corp,143.0,8490335744,Auto Components,Consumer Discretionary,Common Stock
CFR UN Equity,Cullen/Frost Bankers Inc,131.57,8437318144,Banks,Financials,Common Stock
DECK UN Equity,Deckers Outdoor Corp,317.32,8418831360,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,Common Stock
JBL UN Equity,Jabil Inc,61.12,8407335936,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
UGI UN Equity,UGI Corp,40.05,8385726464,Gas Utilities,Utilities,Common Stock
JLL UN Equity,Jones Lang LaSalle Inc,174.8,8376007168,Real Estate Management & Development,Real Estate,Common Stock
CGNX UW Equity,Cognex Corp,47.94,8312650240,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
OC UN Equity,Owens Corning,86.3,8305382912,Building Products,Industrials,Common Stock
RGA UN Equity,Reinsurance Group of America Inc,123.42,8270036992,Insurance,Financials,Common Stock
LECO UW Equity,Lincoln Electric Holdings Inc,142.61,8259876864,Machinery,Industrials,Common Stock
AXON UW Equity,Axon Enterprise Inc,116.29,8257921536,Aerospace & Defense,Industrials,Common Stock
WBS UN Equity,Webster Financial Corp,46.58,8190329344,Banks,Financials,Common Stock
NNN UN Equity,National Retail Properties Inc,46.1,8164850176,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
RRC UN Equity,Range Resources Corp,30.74,8081119232,"Oil, Gas & Consumable Fuels",Energy,Common Stock
CABO UN Equity,Cable One Inc,1371.65,8064399360,Media,Communication Services,Common Stock
OGE UN Equity,OGE Energy Corp,40.25,8058157568,Electric Utilities,Utilities,Common Stock
SWAV UW Equity,Shockwave Medical Inc,223.14,7986608128,Health Care Equipment & Supplies,Health Care,Common Stock
MIDD UW Equity,Middleby Corp/The,146.73,7980619776,Machinery,Industrials,Common Stock
MAT UW Equity,Mattel Inc,22.49,7927586304,Leisure Products,Consumer Discretionary,Common Stock
CHDN UW Equity,Churchill Downs Inc,210.17,7922956288,"Hotels, Restaurants & Leisure",Consumer Discretionary,Common Stock
CIEN UN Equity,Ciena Corp,52.89,7917886464,Communications Equipment,Information Technology,Common Stock
AGCO UN Equity,AGCO Corp,106.21,7917284864,Machinery,Industrials,Common Stock
PFGC UN Equity,Performance Food Group Co,50.91,7891148800,Food & Staples Retailing,Consumer Staples,Common Stock
STOR UN Equity,STORE Capital Corp,27.9,7886989312,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
DKS UN Equity,Dick's Sporting Goods Inc,97.55,7855436800,Specialty Retail,Consumer Discretionary,Common Stock
TTEK UW Equity,Tetra Tech Inc,145.59,7762671616,Commercial Services & Supplies,Industrials,Common Stock
CASY UW Equity,Casey's General Stores Inc,207.38,7724863488,Food & Staples Retailing,Consumer Staples,Common Stock
FIVE UW Equity,Five Below Inc,138.56,7688713728,Specialty Retail,Consumer Discretionary,Common Stock
OLN UN Equity,Olin Corp,52.87,7673789952,Chemicals,Materials,Common Stock
JEF UN Equity,Jefferies Financial Group Inc,32.98,7666296320,Capital Markets,Financials,Common Stock
SWN UN Equity,Southwestern Energy Co,6.83,7610714624,"Oil, Gas & Consumable Fuels",Energy,Common Stock
LAD UN Equity,Lithia Motors Inc,272.49,7555292160,Specialty Retail,Consumer Discretionary,Common Stock
SEIC UW Equity,SEI Investments Co,55.63,7537254912,Capital Markets,Financials,Common Stock
OHI UN Equity,Omega Healthcare Investors Inc,31.99,7489197568,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
ARW UN Equity,Arrow Electronics Inc,115.77,7429231616,"Electronic Equipment, Instruments & Components",Information Technology,Common Stock
EGP UN Equity,EastGroup Properties Inc,170.03,7407529472,Equity Real Estate Investment Trusts (REITs),Real Estate,REIT
GTLS UN Equity,Chart Industries Inc,201.92,7395308544,Machinery,Industrials,Common Stock
ACHC UW Equity,Acadia Healthcare Co Inc,81.37,7391732736,Health Care Providers & Services,Health Care,Common Stock
WEX UN Equity,WEX Inc,166.14,7339090432,IT Services,Information Technology,Common Stock
TREX UN Equity,Trex Co Inc,64.61,7313802752,Building Products,Industrials,Common Stock
PPC UW Equity,Pilgrim's Pride Corp,30.13,7202455040,Food Products,Consumer Staples,Common Stock
UNM UN Equity,Unum Group,35.9,7180014592,Insurance,Financials,Common Stock
CHE UN Equity,Chemed Corp,478.25,7128290304,Health Care Providers & Services,Health Care,Common Stock
CNXC UW Equity,Concentrix Corp,136.71,7115009536,IT Services,Information Technology,Common Stock
